id,doctor_id,datetime,is_available
75,3,2026-07-01 3:30 PM,0
76,3,2026-07-01 4:00 PM,0
77,3,2026-07-01 4:30 PM,0
78,3,2026-07-01 5:00 PM,1
79,3,2026-07-01 5:30 PM,1
80,4,2026-07-01 8:00 AM,0
81,4,2026-07-01 8:30 AM,0
82,4,2026-07-01 9:00 AM,1
83,4,2026-07-01 9:30 AM,1
84,4,2026-07-01 10:00 AM,0
85,4,2026-07-01 10:30 AM,1
86,4,2026-07-01 11:00 AM,1
87,4,2026-07-01 11:30 AM,1
88,4,2026-07-01 12:00 PM,1
89,4,2026-07-01 12:30 PM,1
90,4,2026-07-01 1:00 PM,0
91,4,2026-07-01 1:30 PM,1
92,4,2026-07-01 2:00 PM,1
93,4,2026-07-01 2:30 PM,1
94,4,2026-07-01 3:00 PM,0
95,4,2026-07-01 3:30 PM,1
96,4,2026-07-01 4:00 PM,0
97,4,2026-07-01 4:30 PM,1
98,4,2026-07-01 5:00 PM,1
99,4,2026-07-01 5:30 PM,0
100,5,2026-07-01 8:00 AM,1
101,5,2026-07-01 8:30 AM,1
102,5,2026-07-01 9:00 AM,0
103,5,2026-07-01 9:30 AM,0
104,5,2026-07-01 10:00 AM,1
105,5,2026-07-01 10:30 AM,0
106,5,2026-07-01 11:00 AM,0
107,5,2026-07-01 11:30 AM,0
108,5,2026-07-01 12:00 PM,1
109,5,2026-07-01 12:30 PM,0
110,5,2026-07-01 1:00 PM,0
111,5,2026-07-01 1:30 PM,0
112,5,2026-07-01 2:00 PM,1
113,5,2026-07-01 2:30 PM,0
114,5,2026-07-01 3:00 PM,1
115,5,2026-07-01 3:30 PM,0
116,5,2026-07-01 4:00 PM,0
117,5,2026-07-01 4:30 PM,0
118,5,2026-07-01 5:00 PM,1
119,5,2026-07-01 5:30 PM,0
120,6,2026-07-01 8:00 AM,1
121,6,2026-07-01 8:30 AM,0
122,6,2026-07-01 9:00 AM,0
123,6,2026-07-01 9:30 AM,1
124,6,2026-07-01 10:00 AM,0
125,6,2026-07-01 10:30 AM,1
126,6,2026-07-01 11:00 AM,1
127,6,2026-07-01 11:30 AM,1
128,6,2026-07-01 12:00 PM,0
129,6,2026-07-01 12:30 PM,1
130,6,2026-07-01 1:00 PM,1
131,6,2026-07-01 1:30 PM,0
132,6,2026-07-01 2:00 PM,1
133,6,2026-07-01 2:30 PM,1
134,6,2026-07-01 3:00 PM,1
135,6,2026-07-01 3:30 PM,1
136,6,2026-07-01 4:00 PM,0
137,6,2026-07-01 4:30 PM,0
138,6,2026-07-01 5:00 PM,0
139,6,2026-07-01 5:30 PM,0
140,7,2026-07-01 8:00 AM,1
141,7,2026-07-01 8:30 AM,1
142,7,2026-07-01 9:00 AM,1
143,7,2026-07-01 9:30 AM,1
144,7,2026-07-01 10:00 AM,1
145,7,2026-07-01 10:30 AM,1
146,7,2026-07-01 11:00 AM,1
147,7,2026-07-01 11:30 AM,0
148,7,2026-07-01 12:00 PM,1
149,7,2026-07-01 12:30 PM,1
150,7,2026-07-01 1:00 PM,0
151,7,2026-07-01 1:30 PM,1
152,7,2026-07-01 2:00 PM,0
153,7,2026-07-01 2:30 PM,1
154,7,2026-07-01 3:00 PM,1
155,7,2026-07-01 3:30 PM,1
156,7,2026-07-01 4:00 PM,0
157,7,2026-07-01 4:30 PM,1
158,7,2026-07-01 5:00 PM,0
159,7,2026-07-01 5:30 PM,1
160,8,2026-07-01 8:00 AM,1
161,8,2026-07-01 8:30 AM,1
162,8,2026-07-01 9:00 AM,1
163,8,2026-07-01 9:30 AM,1
164,8,2026-07-01 10:00 AM,1
165,8,2026-07-01 10:30 AM,1
166,8,2026-07-01 11:00 AM,1
167,8,2026-07-01 11:30 AM,1
168,8,2026-07-01 12:00 PM,1
169,8,2026-07-01 12:30 PM,0
170,8,2026-07-01 1:00 PM,1
171,8,2026-07-01 1:30 PM,1
172,8,2026-07-01 2:00 PM,0
173,8,2026-07-01 2:30 PM,0
174,8,2026-07-01 3:00 PM,1
175,8,2026-07-01 3:30 PM,0
176,8,2026-07-01 4:00 PM,1
177,8,2026-07-01 4:30 PM,1
178,8,2026-07-01 5:00 PM,1
179,8,2026-07-01 5:30 PM,0
180,9,2026-07-01 8:00 AM,1
181,9,2026-07-01 8:30 AM,1
182,9,2026-07-01 9:00 AM,1
183,9,2026-07-01 9:30 AM,1
184,9,2026-07-01 10:00 AM,1
185,9,2026-07-01 10:30 AM,1
186,9,2026-07-01 11:00 AM,1
187,9,2026-07-01 11:30 AM,0
188,9,2026-07-01 12:00 PM,1
189,9,2026-07-01 12:30 PM,0
190,9,2026-07-01 1:00 PM,0
191,9,2026-07-01 1:30 PM,1
192,9,2026-07-01 2:00 PM,1
193,9,2026-07-01 2:30 PM,1
194,9,2026-07-01 3:00 PM,0
195,9,2026-07-01 3:30 PM,1
196,9,2026-07-01 4:00 PM,0
197,9,2026-07-01 4:30 PM,1
198,9,2026-07-01 5:00 PM,1
199,9,2026-07-01 5:30 PM,1
200,10,2026-07-01 8:00 AM,1
201,10,2026-07-01 8:30 AM,1
202,10,2026-07-01 9:00 AM,1
203,10,2026-07-01 9:30 AM,1
204,10,2026-07-01 10:00 AM,1
205,10,2026-07-01 10:30 AM,0
206,10,2026-07-01 11:00 AM,1
207,10,2026-07-01 11:30 AM,1
208,10,2026-07-01 12:00 PM,1
209,10,2026-07-01 12:30 PM,1
210,10,2026-07-01 1:00 PM,1
211,10,2026-07-01 1:30 PM,1
212,10,2026-07-01 2:00 PM,0
213,10,2026-07-01 2:30 PM,1
214,10,2026-07-01 3:00 PM,0
215,10,2026-07-01 3:30 PM,1
216,10,2026-07-01 4:00 PM,1
217,10,2026-07-01 4:30 PM,1
218,10,2026-07-01 5:00 PM,0
219,10,2026-07-01 5:30 PM,1
220,11,2026-07-01 8:00 AM,0
221,11,2026-07-01 8:30 AM,1
222,11,2026-07-01 9:00 AM,0
223,11,2026-07-01 9:30 AM,1
224,11,2026-07-01 10:00 AM,1
225,11,2026-07-01 10:30 AM,1
226,11,2026-07-01 11:00 AM,0
227,11,2026-07-01 11:30 AM,0
228,11,2026-07-01 12:00 PM,0
229,11,2026-07-01 12:30 PM,1
230,11,2026-07-01 1:00 PM,0
231,11,2026-07-01 1:30 PM,1
232,11,2026-07-01 2:00 PM,1
233,11,2026-07-01 2:30 PM,0
234,11,2026-07-01 3:00 PM,1
235,11,2026-07-01 3:30 PM,1
236,11,2026-07-01 4:00 PM,1
237,11,2026-07-01 4:30 PM,1
238,11,2026-07-01 5:00 PM,1
239,11,2026-07-01 5:30 PM,1
240,12,2026-07-01 8:00 AM,1
241,12,2026-07-01 8:30 AM,0
242,12,2026-07-01 9:00 AM,0
243,12,2026-07-01 9:30 AM,1
244,12,2026-07-01 10:00 AM,0
245,12,2026-07-01 10:30 AM,0
246,12,2026-07-01 11:00 AM,0
247,12,2026-07-01 11:30 AM,0
248,12,2026-07-01 12:00 PM,1
249,12,2026-07-01 12:30 PM,1
250,12,2026-07-01 1:00 PM,1
251,12,2026-07-01 1:30 PM,0
252,12,2026-07-01 2:00 PM,1
253,12,2026-07-01 2:30 PM,1
254,12,2026-07-01 3:00 PM,1
255,12,2026-07-01 3:30 PM,0
256,12,2026-07-01 4:00 PM,1
257,12,2026-07-01 4:30 PM,1
258,12,2026-07-01 5:00 PM,1
259,12,2026-07-01 5:30 PM,0
260,13,2026-07-01 8:00 AM,0
261,13,2026-07-01 8:30 AM,0
262,13,2026-07-01 9:00 AM,1
263,13,2026-07-01 9:30 AM,1
264,13,2026-07-01 10:00 AM,1
265,13,2026-07-01 10:30 AM,1
266,13,2026-07-01 11:00 AM,1
267,13,2026-07-01 11:30 AM,1
268,13,2026-07-01 12:00 PM,1
269,13,2026-07-01 12:30 PM,1
270,13,2026-07-01 1:00 PM,0
271,13,2026-07-01 1:30 PM,1
272,13,2026-07-01 2:00 PM,1
273,13,2026-07-01 2:30 PM,1
274,13,2026-07-01 3:00 PM,1
275,13,2026-07-01 3:30 PM,1
276,13,2026-07-01 4:00 PM,1
277,13,2026-07-01 4:30 PM,1
278,13,2026-07-01 5:00 PM,1
279,13,2026-07-01 5:30 PM,0
280,14,2026-07-01 8:00 AM,1
281,14,2026-07-01 8:30 AM,0
282,14,2026-07-01 9:00 AM,0
283,14,2026-07-01 9:30 AM,1
284,14,2026-07-01 10:00 AM,1
285,14,2026-07-01 10:30 AM,0
286,14,2026-07-01 11:00 AM,0
287,14,2026-07-01 11:30 AM,0
288,14,2026-07-01 12:00 PM,1
289,14,2026-07-01 12:30 PM,1
290,14,2026-07-01 1:00 PM,0
291,14,2026-07-01 1:30 PM,0
292,14,2026-07-01 2:00 PM,1
293,14,2026-07-01 2:30 PM,1
294,14,2026-07-01 3:00 PM,1
295,14,2026-07-01 3:30 PM,1
296,14,2026-07-01 4:00 PM,1
297,14,2026-07-01 4:30 PM,1
298,14,2026-07-01 5:00 PM,1
299,14,2026-07-01 5:30 PM,1
300,15,2026-07-01 8:00 AM,1
301,15,2026-07-01 8:30 AM,0
302,15,2026-07-01 9:00 AM,1
303,15,2026-07-01 9:30 AM,1
304,15,2026-07-01 10:00 AM,1
305,15,2026-07-01 10:30 AM,0
306,15,2026-07-01 11:00 AM,1
307,15,2026-07-01 11:30 AM,1
308,15,2026-07-01 12:00 PM,0
309,15,2026-07-01 12:30 PM,1
310,15,2026-07-01 1:00 PM,0
311,15,2026-07-01 1:30 PM,1
312,15,2026-07-01 2:00 PM,1
313,15,2026-07-01 2:30 PM,0
314,15,2026-07-01 3:00 PM,0
315,15,2026-07-01 3:30 PM,1
316,15,2026-07-01 4:00 PM,1
317,15,2026-07-01 4:30 PM,1
318,15,2026-07-01 5:00 PM,1
319,15,2026-07-01 5:30 PM,1
320,16,2026-07-01 8:00 AM,0
321,16,2026-07-01 8:30 AM,1
322,16,2026-07-01 9:00 AM,1
323,16,2026-07-01 9:30 AM,1
324,16,2026-07-01 10:00 AM,1
325,16,2026-07-01 10:30 AM,1
326,16,2026-07-01 11:00 AM,1
327,16,2026-07-01 11:30 AM,0
328,16,2026-07-01 12:00 PM,1
329,16,2026-07-01 12:30 PM,1
330,16,2026-07-01 1:00 PM,1
331,16,2026-07-01 1:30 PM,1
332,16,2026-07-01 2:00 PM,1
333,16,2026-07-01 2:30 PM,1
334,16,2026-07-01 3:00 PM,0
335,16,2026-07-01 3:30 PM,1
336,16,2026-07-01 4:00 PM,1
337,16,2026-07-01 4:30 PM,0
338,16,2026-07-01 5:00 PM,1
339,16,2026-07-01 5:30 PM,0
340,17,2026-07-01 8:00 AM,1
341,17,2026-07-01 8:30 AM,0
342,17,2026-07-01 9:00 AM,1
343,17,2026-07-01 9:30 AM,1
344,17,2026-07-01 10:00 AM,1
345,17,2026-07-01 10:30 AM,1
346,17,2026-07-01 11:00 AM,1
347,17,2026-07-01 11:30 AM,1
348,17,2026-07-01 12:00 PM,1
349,17,2026-07-01 12:30 PM,1
350,17,2026-07-01 1:00 PM,1
351,17,2026-07-01 1:30 PM,0
352,17,2026-07-01 2:00 PM,1
353,17,2026-07-01 2:30 PM,1
354,17,2026-07-01 3:00 PM,1
355,17,2026-07-01 3:30 PM,0
356,17,2026-07-01 4:00 PM,1
357,17,2026-07-01 4:30 PM,0
358,17,2026-07-01 5:00 PM,1
359,17,2026-07-01 5:30 PM,0
360,18,2026-07-01 8:00 AM,1
361,18,2026-07-01 8:30 AM,1
362,18,2026-07-01 9:00 AM,1
363,18,2026-07-01 9:30 AM,0
364,18,2026-07-01 10:00 AM,0
365,18,2026-07-01 10:30 AM,0
366,18,2026-07-01 11:00 AM,1
367,18,2026-07-01 11:30 AM,1
368,18,2026-07-01 12:00 PM,0
369,18,2026-07-01 12:30 PM,1
370,18,2026-07-01 1:00 PM,1
371,18,2026-07-01 1:30 PM,1
372,18,2026-07-01 2:00 PM,1
373,18,2026-07-01 2:30 PM,0
374,18,2026-07-01 3:00 PM,0
375,18,2026-07-01 3:30 PM,1
376,18,2026-07-01 4:00 PM,0
377,18,2026-07-01 4:30 PM,1
378,18,2026-07-01 5:00 PM,0
379,18,2026-07-01 5:30 PM,1
380,19,2026-07-01 8:00 AM,0
381,19,2026-07-01 8:30 AM,1
382,19,2026-07-01 9:00 AM,1
383,19,2026-07-01 9:30 AM,1
384,19,2026-07-01 10:00 AM,1
385,19,2026-07-01 10:30 AM,0
386,19,2026-07-01 11:00 AM,0
387,19,2026-07-01 11:30 AM,1
388,19,2026-07-01 12:00 PM,1
389,19,2026-07-01 12:30 PM,1
390,19,2026-07-01 1:00 PM,0
391,19,2026-07-01 1:30 PM,1
392,19,2026-07-01 2:00 PM,1
393,19,2026-07-01 2:30 PM,0
394,19,2026-07-01 3:00 PM,0
395,19,2026-07-01 3:30 PM,0
396,19,2026-07-01 4:00 PM,0
397,19,2026-07-01 4:30 PM,1
398,19,2026-07-01 5:00 PM,1
399,19,2026-07-01 5:30 PM,0
400,20,2026-07-01 8:00 AM,1
401,20,2026-07-01 8:30 AM,0
402,20,2026-07-01 9:00 AM,0
403,20,2026-07-01 9:30 AM,0
404,20,2026-07-01 10:00 AM,0
405,20,2026-07-01 10:30 AM,1
406,20,2026-07-01 11:00 AM,0
407,20,2026-07-01 11:30 AM,1
408,20,2026-07-01 12:00 PM,0
409,20,2026-07-01 12:30 PM,1
410,20,2026-07-01 1:00 PM,1
411,20,2026-07-01 1:30 PM,1
412,20,2026-07-01 2:00 PM,1
413,20,2026-07-01 2:30 PM,1
414,20,2026-07-01 3:00 PM,0
415,20,2026-07-01 3:30 PM,1
416,20,2026-07-01 4:00 PM,0
417,20,2026-07-01 4:30 PM,1
418,20,2026-07-01 5:00 PM,1
419,20,2026-07-01 5:30 PM,0
420,21,2026-07-01 8:00 AM,1
421,21,2026-07-01 8:30 AM,1
422,21,2026-07-01 9:00 AM,1
423,21,2026-07-01 9:30 AM,0
424,21,2026-07-01 10:00 AM,1
425,21,2026-07-01 10:30 AM,1
426,21,2026-07-01 11:00 AM,0
427,21,2026-07-01 11:30 AM,1
428,21,2026-07-01 12:00 PM,1
429,21,2026-07-01 12:30 PM,1
430,21,2026-07-01 1:00 PM,1
431,21,2026-07-01 1:30 PM,1
432,21,2026-07-01 2:00 PM,0
433,21,2026-07-01 2:30 PM,1
434,21,2026-07-01 3:00 PM,1
435,21,2026-07-01 3:30 PM,0
436,21,2026-07-01 4:00 PM,1
437,21,2026-07-01 4:30 PM,1
438,21,2026-07-01 5:00 PM,0
439,21,2026-07-01 5:30 PM,0
440,22,2026-07-01 8:00 AM,1
441,22,2026-07-01 8:30 AM,0
442,22,2026-07-01 9:00 AM,1
443,22,2026-07-01 9:30 AM,1
444,22,2026-07-01 10:00 AM,1
445,22,2026-07-01 10:30 AM,0
446,22,2026-07-01 11:00 AM,1
447,22,2026-07-01 11:30 AM,0
448,22,2026-07-01 12:00 PM,0
449,22,2026-07-01 12:30 PM,0
450,22,2026-07-01 1:00 PM,1
451,22,2026-07-01 1:30 PM,1
452,22,2026-07-01 2:00 PM,1
453,22,2026-07-01 2:30 PM,1
454,22,2026-07-01 3:00 PM,0
455,22,2026-07-01 3:30 PM,1
456,22,2026-07-01 4:00 PM,1
457,22,2026-07-01 4:30 PM,1
458,22,2026-07-01 5:00 PM,0
459,22,2026-07-01 5:30 PM,1
460,23,2026-07-01 8:00 AM,0
461,23,2026-07-01 8:30 AM,1
462,23,2026-07-01 9:00 AM,1
463,23,2026-07-01 9:30 AM,1
464,23,2026-07-01 10:00 AM,1
465,23,2026-07-01 10:30 AM,0
466,23,2026-07-01 11:00 AM,0
467,23,2026-07-01 11:30 AM,1
468,23,2026-07-01 12:00 PM,1
469,23,2026-07-01 12:30 PM,1
470,23,2026-07-01 1:00 PM,1
471,23,2026-07-01 1:30 PM,1
472,23,2026-07-01 2:00 PM,0
473,23,2026-07-01 2:30 PM,1
474,23,2026-07-01 3:00 PM,0
475,23,2026-07-01 3:30 PM,1
476,23,2026-07-01 4:00 PM,1
477,23,2026-07-01 4:30 PM,1
478,23,2026-07-01 5:00 PM,1
479,23,2026-07-01 5:30 PM,1
480,24,2026-07-01 8:00 AM,0
481,24,2026-07-01 8:30 AM,1
482,24,2026-07-01 9:00 AM,0
483,24,2026-07-01 9:30 AM,0
484,24,2026-07-01 10:00 AM,1
485,24,2026-07-01 10:30 AM,1
486,24,2026-07-01 11:00 AM,1
487,24,2026-07-01 11:30 AM,1
488,24,2026-07-01 12:00 PM,0
489,24,2026-07-01 12:30 PM,1
490,24,2026-07-01 1:00 PM,1
491,24,2026-07-01 1:30 PM,1
492,24,2026-07-01 2:00 PM,1
493,24,2026-07-01 2:30 PM,0
494,24,2026-07-01 3:00 PM,1
495,24,2026-07-01 3:30 PM,1
496,24,2026-07-01 4:00 PM,1
497,24,2026-07-01 4:30 PM,1
498,24,2026-07-01 5:00 PM,1
499,24,2026-07-01 5:30 PM,0
500,25,2026-07-01 8:00 AM,0
501,25,2026-07-01 8:30 AM,1
502,25,2026-07-01 9:00 AM,1
503,25,2026-07-01 9:30 AM,1
504,25,2026-07-01 10:00 AM,1
505,25,2026-07-01 10:30 AM,1
506,25,2026-07-01 11:00 AM,1
507,25,2026-07-01 11:30 AM,1
508,25,2026-07-01 12:00 PM,1
509,25,2026-07-01 12:30 PM,1
510,25,2026-07-01 1:00 PM,1
511,25,2026-07-01 1:30 PM,1
512,25,2026-07-01 2:00 PM,1
513,25,2026-07-01 2:30 PM,1
514,25,2026-07-01 3:00 PM,1
515,25,2026-07-01 3:30 PM,1
516,25,2026-07-01 4:00 PM,0
517,25,2026-07-01 4:30 PM,1
518,25,2026-07-01 5:00 PM,1
519,25,2026-07-01 5:30 PM,0
520,26,2026-07-01 8:00 AM,0
521,26,2026-07-01 8:30 AM,1
522,26,2026-07-01 9:00 AM,1
523,26,2026-07-01 9:30 AM,1
524,26,2026-07-01 10:00 AM,1
525,26,2026-07-01 10:30 AM,1
526,26,2026-07-01 11:00 AM,1
527,26,2026-07-01 11:30 AM,0
528,26,2026-07-01 12:00 PM,1
529,26,2026-07-01 12:30 PM,0
530,26,2026-07-01 1:00 PM,1
531,26,2026-07-01 1:30 PM,0
532,26,2026-07-01 2:00 PM,0
533,26,2026-07-01 2:30 PM,1
534,26,2026-07-01 3:00 PM,0
535,26,2026-07-01 3:30 PM,0
536,26,2026-07-01 4:00 PM,1
537,26,2026-07-01 4:30 PM,1
538,26,2026-07-01 5:00 PM,1
539,26,2026-07-01 5:30 PM,0
540,27,2026-07-01 8:00 AM,0
541,27,2026-07-01 8:30 AM,0
542,27,2026-07-01 9:00 AM,1
543,27,2026-07-01 9:30 AM,0
544,27,2026-07-01 10:00 AM,1
545,27,2026-07-01 10:30 AM,1
546,27,2026-07-01 11:00 AM,0
547,27,2026-07-01 11:30 AM,1
548,27,2026-07-01 12:00 PM,0
549,27,2026-07-01 12:30 PM,1
550,27,2026-07-01 1:00 PM,1
551,27,2026-07-01 1:30 PM,1
552,27,2026-07-01 2:00 PM,0
553,27,2026-07-01 2:30 PM,0
554,27,2026-07-01 3:00 PM,1
555,27,2026-07-01 3:30 PM,0
556,27,2026-07-01 4:00 PM,1
557,27,2026-07-01 4:30 PM,1
558,27,2026-07-01 5:00 PM,0
559,27,2026-07-01 5:30 PM,1
560,0,2026-07-02 8:00 AM,1
561,0,2026-07-02 8:30 AM,0
562,0,2026-07-02 9:00 AM,1
563,0,2026-07-02 9:30 AM,1
564,0,2026-07-02 10:00 AM,1
565,0,2026-07-02 10:30 AM,1
566,0,2026-07-02 11:00 AM,1
567,0,2026-07-02 11:30 AM,1
568,0,2026-07-02 12:00 PM,1
569,0,2026-07-02 12:30 PM,0
570,0,2026-07-02 1:00 PM,0
571,0,2026-07-02 1:30 PM,0
572,0,2026-07-02 2:00 PM,1
573,0,2026-07-02 2:30 PM,0
574,0,2026-07-02 3:00 PM,1
575,0,2026-07-02 3:30 PM,0
576,0,2026-07-02 4:00 PM,1
577,0,2026-07-02 4:30 PM,1
578,0,2026-07-02 5:00 PM,1
579,0,2026-07-02 5:30 PM,0
580,1,2026-07-02 8:00 AM,1
581,1,2026-07-02 8:30 AM,1
582,1,2026-07-02 9:00 AM,1
583,1,2026-07-02 9:30 AM,1
584,1,2026-07-02 10:00 AM,0
585,1,2026-07-02 10:30 AM,0
586,1,2026-07-02 11:00 AM,0
587,1,2026-07-02 11:30 AM,1
588,1,2026-07-02 12:00 PM,1
589,1,2026-07-02 12:30 PM,1
590,1,2026-07-02 1:00 PM,1
591,1,2026-07-02 1:30 PM,1
592,1,2026-07-02 2:00 PM,1
593,1,2026-07-02 2:30 PM,1
594,1,2026-07-02 3:00 PM,0
595,1,2026-07-02 3:30 PM,1
596,1,2026-07-02 4:00 PM,1
597,1,2026-07-02 4:30 PM,0
598,1,2026-07-02 5:00 PM,1
599,1,2026-07-02 5:30 PM,0
600,2,2026-07-02 8:00 AM,0
601,2,2026-07-02 8:30 AM,1
602,2,2026-07-02 9:00 AM,0
603,2,2026-07-02 9:30 AM,1
604,2,2026-07-02 10:00 AM,1
605,2,2026-07-02 10:30 AM,1
606,2,2026-07-02 11:00 AM,0
607,2,2026-07-02 11:30 AM,1
608,2,2026-07-02 12:00 PM,1
609,2,2026-07-02 12:30 PM,1
610,2,2026-07-02 1:00 PM,0
611,2,2026-07-02 1:30 PM,1
612,2,2026-07-02 2:00 PM,1
613,2,2026-07-02 2:30 PM,0
614,2,2026-07-02 3:00 PM,1
615,2,2026-07-02 3:30 PM,0
616,2,2026-07-02 4:00 PM,1
617,2,2026-07-02 4:30 PM,1
618,2,2026-07-02 5:00 PM,1
619,2,2026-07-02 5:30 PM,0
620,3,2026-07-02 8:00 AM,1
621,3,2026-07-02 8:30 AM,0
622,3,2026-07-02 9:00 AM,1
623,3,2026-07-02 9:30 AM,0
624,3,2026-07-02 10:00 AM,1
625,3,2026-07-02 10:30 AM,1
626,3,2026-07-02 11:00 AM,1
627,3,2026-07-02 11:30 AM,0
628,3,2026-07-02 12:00 PM,1
629,3,2026-07-02 12:30 PM,1
630,3,2026-07-02 1:00 PM,0
631,3,2026-07-02 1:30 PM,1
632,3,2026-07-02 2:00 PM,0
633,3,2026-07-02 2:30 PM,0
634,3,2026-07-02 3:00 PM,0
635,3,2026-07-02 3:30 PM,1
636,3,2026-07-02 4:00 PM,1
637,3,2026-07-02 4:30 PM,1
638,3,2026-07-02 5:00 PM,0
639,3,2026-07-02 5:30 PM,1
640,4,2026-07-02 8:00 AM,1
641,4,2026-07-02 8:30 AM,1
642,4,2026-07-02 9:00 AM,0
643,4,2026-07-02 9:30 AM,1
644,4,2026-07-02 10:00 AM,1
645,4,2026-07-02 10:30 AM,1
646,4,2026-07-02 11:00 AM,0
647,4,2026-07-02 11:30 AM,1
648,4,2026-07-02 12:00 PM,0
649,4,2026-07-02 12:30 PM,1
650,4,2026-07-02 1:00 PM,1
651,4,2026-07-02 1:30 PM,1
652,4,2026-07-02 2:00 PM,1
653,4,2026-07-02 2:30 PM,1
654,4,2026-07-02 3:00 PM,1
655,4,2026-07-02 3:30 PM,0
656,4,2026-07-02 4:00 PM,1
657,4,2026-07-02 4:30 PM,0
658,4,2026-07-02 5:00 PM,1
659,4,2026-07-02 5:30 PM,0
660,5,2026-07-02 8:00 AM,1
661,5,2026-07-02 8:30 AM,1
662,5,2026-07-02 9:00 AM,1
663,5,2026-07-02 9:30 AM,1
664,5,2026-07-02 10:00 AM,1
665,5,2026-07-02 10:30 AM,0
666,5,2026-07-02 11:00 AM,1
667,5,2026-07-02 11:30 AM,0
668,5,2026-07-02 12:00 PM,0
669,5,2026-07-02 12:30 PM,1
670,5,2026-07-02 1:00 PM,0
671,5,2026-07-02 1:30 PM,1
672,5,2026-07-02 2:00 PM,1
673,5,2026-07-02 2:30 PM,1
674,5,2026-07-02 3:00 PM,0
675,5,2026-07-02 3:30 PM,0
676,5,2026-07-02 4:00 PM,0
677,5,2026-07-02 4:30 PM,0
678,5,2026-07-02 5:00 PM,1
679,5,2026-07-02 5:30 PM,1
680,6,2026-07-02 8:00 AM,1
681,6,2026-07-02 8:30 AM,1
682,6,2026-07-02 9:00 AM,1
683,6,2026-07-02 9:30 AM,0
684,6,2026-07-02 10:00 AM,1
685,6,2026-07-02 10:30 AM,0
686,6,2026-07-02 11:00 AM,0
687,6,2026-07-02 11:30 AM,1
688,6,2026-07-02 12:00 PM,0
689,6,2026-07-02 12:30 PM,1
690,6,2026-07-02 1:00 PM,1
691,6,2026-07-02 1:30 PM,1
692,6,2026-07-02 2:00 PM,1
693,6,2026-07-02 2:30 PM,0
694,6,2026-07-02 3:00 PM,1
695,6,2026-07-02 3:30 PM,1
696,6,2026-07-02 4:00 PM,1
697,6,2026-07-02 4:30 PM,1
